Logo,Nom,Secteur,Année de création,Label Date,Site web,Résumé,Founders,Courriel,Téléphone
undefined,VAKAY,Wellness,2015,Dec-19,,La création et la fabrication des lunettes haut de gamme en bois et en autres matériaux.,Adam JabeurSoulaimen Ghorbel,n.a.,n.a.
undefined,FACTOORYA,Environment,2020,Sep-20,,"FACTOORYA développe une solution IoT assurant une transition énergétique et environnementale digitale, permettant aux industries, le monitoring de l'énergie consommée et des déchets émis dans le but d'assurer l'efficacité des normes internationales de management de l'énergie et de l'environnement ISO 50001 et ISO 14001.",Amine RekhisYassine KhlassMohamed Seifedinne Bouarada,n.a.,n.a.
undefined,Digital work solutions,Business Software and services,2022,Oct-22,,Le projet consiste à développer des applications informatiques innovantes dédiées au secteur de l’industrie et des services liés au secteur.,Amani BouazizYousser Sabbagh,n.a.,n.a.
undefined,FlexyFleet,Mobility,2023,Feb-24,,"FlexyFleet est une plateforme innovante visant à révolutionner la logistique du dernier kilomètre en optimisant l'efficacité et la scalabilité des livraisons. Elle propose une intégration transparente, un système de correspondance intelligent et une gestion de flotte évolutive pour répondre aux attentes croissantes des consommateurs.",Karim Ben Fadhel,n.a.,n.a.
undefined,anavid,Business Software and services,2019,Dec-19,,anavid propose des solutions technologiques basées sur l'AI d'analyse vidéo pour augmenter les performances économiques du retail physique.,Ahmed ChaariDavid Nilsson,n.a.,n.a.
undefined,Dracoss,Environment,2021,Jan-22,,Dracoss propose une solution de recyclage de l'eau usée à l'adresse des restaurants.,Amen Allah SouliAmal Bououd,n.a.,n.a.
undefined,Waf Waf House,Consumer products and services,2023,Feb-23,,Waf Waf House est une plateforme de mise en relation entre les propriétaires d'animaux de compagnie et les pet sitters partout dans le monde,Cyrine Atallah,hello@wafwafhouse.com,55673363
undefined,Hezni Maak,Mobility,2019,Nov-19,,"Creatiview (Hezni Maak) est une application mobile de covoiturage par communauté permettant à des personnes appartenant à une même communauté de se déplacer tout en réduisant le coût du transport, en protégeant l’environnement contre la pollution et en résolvant le problème de stationnement.",Youssef MeksiNour Alaya,n.a.,n.a.
undefined,Barbecha,Commerce and shopping,2020,Oct-20,,"Barbecha est une plateforme en ligne qui permet aux jeunes femmes et hommes de faire du shopping éco-responsable à travers l’achat de vêtements et accessoires de seconde main, recyclés ou/et personnalisés.",Ines SoyahZeineb BouassidaChiheb Karoui,n.a.,n.a.
undefined,GATE INDUSTRIELLE,Advanced Manufacturing & Robotics,2016,Apr-20,,"GATE INDUSTRIELLE touche la majorité des domaines nécessaire pour le bon fonctionnement des chaines de productions : informatique, Automatisme industrielle et robotique.",Mohamed Sahlaoui,n.a.,n.a.
undefined,Dorry,Consumer products and services,2021,Dec-21,,DORRY est une plateforme de vente en ligne de tout ce qui est nécessaire pour la fabrication de produits cosmétiques naturels.,Fares Ellouze,n.a.,n.a.
undefined,Go Staff,HealthTech,2020,Feb-21,,Go Staff est une application mobile de télé-expertise médicale entre les médecins et les professionnels de la santé. Elle permet un échange digitalisé de bonnes pratiques autour des dossiers cliniques des patients et facilite le diagnostic automatisé des maladies via l'intelligence artificielle.,Mohamed Haroun OuanesWassim Khalifa,n.a.,n.a.
undefined,ArtForNess,Commerce and shopping,2021,Feb-22,,Marketplace d'oeuvres d'art (peinture et print) d'artistes nord africains et moyen orientaux.,Ines Baccouche,n.a.,n.a.
undefined,Tinith,Business Software and services,2020,Feb-21,,"Tinith permet aux dirigeants et/ou aux entrepreneurs, d’automatiser des processus via une solution low code avec un déploiement rapide et un ROI important sur une courte durée",Ouassim BouzidRamzi Abidi,n.a.,n.a.
undefined,NEPTUNE MOSAIC,Ad Tech and Creative Tech,2014,Nov-19,,NEPTUNE MOSAIC est spécialisée dans la production de coffrets de jouets en Mosaique à partir de pierres Naturelles,Zied Abbes,n.a.,n.a.
undefined,CIVILAB,EdTech,2023,Apr-23,,"CIVILAB aide les concepteurs d'infrastructure à effectuer les calculs de dimensionnement en ligne en toute simplicité, et développer leurs compétences professionnelles via des formations spécifiques.",Zied AyediMinistère TUNISIENNEAli Ben Mohamed,ziedayedi@gmail.com,55657585
undefined,IrWise,Agritech,2023,May-23,,null,Mohamed Mekki MaalejMarouen HAMMAMIMohamed DhaouafiMorsi HamzaHedi Neifar,n.a.,n.a.
undefined,Historio,Ad Tech and Creative Tech,2019,Sep-19,,HISTORIO is working on the enhancement of heritage throught technology and gaming. We make history accesible and fun using gaming and augmented reality.,Youssef BoufaiedMustapha GharbiMarwen SamiSkander Amor,n.a.,n.a.
undefined,sportopia,Wellness,2019,Mar-20,,Sportopia est une plateforme qui a pour but de créer une communauté sportive.,Houssem SellamiOussema Noureddine Metoui,n.a.,n.a.
undefined,3S : Software and Security Solutions,Advanced Manufacturing & Robotics,2017,Apr-20,,"3S développe des solutions innovantes de transformation digitale  en utilisant les technologies de l'internet des objets (IoT), Cloud computing et l'intelligence artificielle(IA) pour les secteurs de l'agriculture de précision, l'industrie connecté 4.0, et les villes intelligentes.",Abdelbari Ben YagoutaWrida Ben Yagouta,contact@sss.com.tn,+216 58000908
undefined,elbusines.com,Business Software and services,2021,May-21,,ElBusines.com est une Busines Marketplace permettant le matchmaking ainsi que la mise en relation entre les chercheurs d’opportunités d’investissement et les porteurs de projets.,Hela JelassiAnis Borchani,n.a.,n.a.
undefined,Farm Trust,Commerce and shopping,2019,Sep-19,,"Farm Trust est une plateforme de E-Commerce qui vend des produit frais, contrôlé et traçable directement de la ferme au client final.",Anis MezghaniWassim Khiari,n.a.,n.a.
undefined,Smarketyrs,Business Software and services,2020,Jun-21,,"Smarketyrs est un outil SaaS d’Inbound Marketing basé sur l'IA, il amplifie la conversion et l’engagement des visiteurs avec un monitoring en temps réel en utilisant l’intelligence artificielle native.",Mohamed BahriHayet RaisJeremy Rochot,n.a.,n.a.
undefined,Fluoink Nanotechnologies,HealthTech,2022,Nov-22,,"Fluoink Nanotechnologies est spécialisée dans la production de matériaux avancés nanostructurés utilisés comme additifs dans plusieurs supports comme les peintures, encres, vernis, polymères et textiles. Son premier produit breveté, l'additif nanosilver, servira à la production de peinture antibactérienne capable de lutter contre les contaminations pandémiques et nosochomiales.",Ramzi MaalejFakher ChabchoubHanen DouiriMarwa Abid,ramzi.maalej@fss.usf.tn,21698656305
undefined,ORcompost,Agritech,2023,Dec-23,,Plateforme de collecte des déchets organiques pour les valoriser en délai réduit en compost et avec qualité supérieure pour restaurer la fertilité des sols.,Ahmed BoufahjaEmna Boufahja,ahmed.boufahja@orcompost.com,+216 55149754
undefined,Novel-Ti,EdTech,2013,May-19,,"IoT, AI et Robotics.Nous avons un produit IoT pour la localisation de robots indoor, et un jeux d'enfant éducatif pour les inciter à bouger.",Zied LoukilFerdouas Masmoudi,n.a.,n.a.
undefined,Speedy ERP,Business Software and services,2024,Sep-24,,"Speedy ERP propose une solution complète de gestion d'entreprise spécialement conçue pour les grossistes, englobant les domaines de la finance, des ventes et de l'inventaire.",KAIS CHEHUMA,n.a.,n.a.
undefined,Data For Brands,Business Software and services,2022,Feb-22,,"Data for Brands est une plateforme qui se base sur l’Intelligence Artificielle et le Machine Learning afin de générer des rapports analytiques, qui décrivent l’activité et la réputation digitale des marques ayant une présence en ligne.",Idris Bachali IosadaAbir Chérif,n.a.,n.a.
undefined,Industry X.0,Advanced Manufacturing & Robotics,2019,Aug-19,,Industry X.0 offre aux industries des solutions technologiques (Iot) et informatiques basées sur l'intelligence artificielle permettant de maîtriser le Product Life-cycle Management.,Bilel LabidiMed Abdel Aziz Battikh,n.a.,n.a.
undefined,Leadership 4.0,Business Software and services,2023,Dec-23,,"‘‘Communiquer & Vendre la Valeur, Concevoir & Créer la Valeur, Délivrer & Mettre en œuvre les solutions digitales de  « Leadership 4.0 » en mode Saas ’’ ; 
  Une feuille de route pour la bonne gouvernance digitale de l’excellence stratégique, tactique  & opérationnelle en conformité avec les meilleures pratiques internationales reconnues (TQM, ISO, IATF, PMI, EFQM, Core Tools AIAG, VDA (APQP, FMEA, MSA, SPC, PPAP), IFRS, PDCA, DMAIC, A3, 8D)",Faouzi GHARSALLIkhaled GHARSALLI,faouzi.gharsalli.tn@gmail.com,58947407
undefined,Next Gen Solution / UnFrauded,Business Software and services,2019,Feb-20,,"“UnFrauded” est une solution logicielle, dédiée aux compagnies d'assurance automobile, qui permet d'accélérer et digitaliser l'évaluation des dossiers sinistres ainsi qu'une détection de fraudes.",Taha CabaniKamilia NailiNader SomraniAbderahmen JlassiMehdi Choura,n.a.,n.a.
undefined,ShippingLog,Mobility,2022,Nov-23,,"ShippingLog est une plateforme intelligente de livraison Last Mile utilisant les technologies de Business Intelligence et Machine Learning afin de rendre les opérations de livraison plus intelligentes, plus efficaces et plus connectées que jamais",Sami JilaniMeriem Trabelsi,contact@shippinglog.tn,22073609
undefined,Alifa,HealthTech,2023,Jun-23,,"Alifa permet aux propriétaires d'animaux de compagnie de se connecter et de collaborer en ligne. Elle facilite ainsi l'échange d'informations, de conseils, de services, et même d'expériences entre eux. Ce qui permet de créer une communauté en ligne dédiée à la santé et au bien-être des animaux de compagnie en Tunisie.",Olfa AbidKarim Gharbi,contact@alifa.tn,55800300
undefined,AquaDeep,Agritech,2021,Aug-21,,"AquaDeep est spécialisée dans le développement de solutions technologique basé sur l'IA, ayant pour but d'optimiser et rentabiliser la production des fermes aquacoles dès les premières étapes du cycle de développement des espèces aquatiques destinées à la consommation de masse.",Mohamed Ben AhmedMohamed Youssef Chahed,n.a.,n.a.
undefined,Amonak,Commerce and shopping,2020,Nov-20,,"Amonak est un réseau social dédié à l'e-commerce qui cible les particuliers, les entreprises et les entrepreneurs indépendants.",Jean Philippe KokoraJoseph Adai,n.a.,n.a.
undefined,Smart and Clean,Environment,2018,May-19,,"A tech company that produces electric bicycles. We design, engineer and produce high-end electric bicycles with amazing technology and performance.",Mourad Bouabdallah,n.a.,n.a.
undefined,Beenomi,Real Estate Tech,2021,Jun-22,,Beenomi est une solution digitale de management et optimisation du logement locatif par intermédiaire de data science.,Haifa TlailaAhmed SassiMohamed yassine KaraouliTarek Loukil,haifa.tlaila@beenomi.com,+216 26 902 767
undefined,Kabylis,TravelTech,2020,Jul-21,,Kabylis est une marketplace en ligne de réservation de maison d'hôtes et d'expériences en tous genres.,Oussama RomdhaneKhalil Fakhfekh,n.a.,n.a.
undefined,Reedz,EdTech,2020,Sep-20,,NebuLabs développe des solutions innovantes visant à faciliter l’accès aux livres et aux connaissances.,Haithem KchaouChehir Dhawedi,n.a.,n.a.
undefined,Chantier,Business Software and services,2018,Jan-20,,Chantier.tn est un service de mise en relation entre les professionnels du bâtiment et les particuliers ou entreprises ayant besoin d'un professionnel du bâtiment.,Moufid BEN HMIDAShady Achouri,n.a.,n.a.
undefined,FranchiseLab,Business Software and services,2022,Nov-22,,"FranchiseLab est le “Guichet Unique Digital” pour le développement des enseignes en réseau
 utilisant l'intelligence artificielle pour le staffing en ligne de professionnels, le sourcing et le
 financement des affiliés.",Mohamed Amin KallelAymen FerianiWissem Ben AliAmine Hariz,contact@franchiselab.net,58400450 / 98301434
undefined,Shopy Science,Business Software and services,2022,Aug-22,,"Shopy Science est une solution SaaS d’analyse de données disponible pour les boutiques utilisant la plate-forme eCommerce Shopify.
 Elle propose de centraliser leurs data puis de les traiter à des fins d’attribution marketing et d’analyses clients.",Gael PersonnazGaelle Personnaz,n.a.,n.a.
undefined,Firnas Engineering,FoodTech & New Food,2016,Jul-20,,Un compteur de café intelligent au profit des professionnels du Food & Beverage,Nidhal AyariMarwa SbouiMahmoud Ayari,n.a.,n.a.
undefined,Karhabti.app,Business Software and services,2023,Sep-25,,null,Amina ChouchaneAdnen Mrad,n.a.,n.a.
undefined,Eva Dam Technology,Business Software and services,2021,Jul-21,,"EDM KYC est le dispositif de filtrage de Evadam, qui consiste à vérifier les documents, analyse biométrique sur l'utilisateur et un reporting immédiat avec un score. le projet a pour but la lutte contre les fraudes sur le web et le blanchiment d’argent en assurant un autre niveau de sécurité des données.",Souhail MsakniSami SghaierAhmed Liouene,n.a.,n.a.
undefined,Tanit.ai,HealthTech,2024,May-24,,null,Kais Zhioua,n.a.,n.a.
undefined,UniQ Soft Technology,Business Software and services,2016,May-19,,UniQ Soft Technology: Conception et Développement d'un système d'information financière UniQ doté d’un moteur Comptable capable de résoudre les problèmes de reporting et de comptabilité les plus complexes dans le secteur bancaire.,Bechir Yakhlef,n.a.,n.a.
undefined,BankeID,Security,2021,Jul-21,,BankeID est une plateforme d’identification électronique via le téléphone mobile basée sur l'identité bancaire.,Karim JebaliWael Kassis,n.a.,n.a.
undefined,KAPTY,Mobility,2019,Sep-19,,KAPTY offre une solution de mise en relation entre les chauffeurs de Taxi et leurs clients qui leur permet d’optimiser leur temps et leur budget.,Amine Allah ManaiKhaled Dridi,n.a.,n.a.
undefined,almourabi e-learning,EdTech,2020,Jun-21,,Almourabi est une plateforme d'enseignement à distance offrant des cours en ligne aux élèves de la 6ème année primaire jusqu'à la 4ème année secondaires.,Mourad GabsiAya Drissi,n.a.,n.a.
undefined,LR Move,Mobility,2023,Nov-24,,null,oueslati mahdiYassmine GritliZeynab GritliAymen MasmoudiImen Oueslati,n.a.,n.a.
undefined,Lysi,EdTech,2020,May-20,,Lysi est une application mobile proposant une approche éducative innovante permettant de gamifier l’éducation grâce à des expériences de chasse au trésor digitales ludo-éducatives.,Ali Bouslimi,n.a.,n.a.
undefined,COGNITION,HealthTech,2020,Dec-21,,Une plateforme dédiée à la détection précoce de différents cancers et maladies invasives alignant plusieurs CADs (Computer Aided Detection) à la fois.,Sarah Ben SlimeneKirmene Marzouki,n.a.,n.a.
undefined,Footlink.tn,HealthTech,2025,Nov-25,,null,Abdelhalim AlahoumAnis NAJJAR,n.a.,n.a.
undefined,Smart Ecowico Technology,Consumer products and services,2021,Sep-21,,"Smart Ecowico permet d'apporter des fonctions de confort, de sécurité et d’économie d’énergie à votre domicile grace à des modules sans fil.",Ilyes mhiriAchraf Zorgatimohamed amine chalbi,n.a.,n.a.
undefined,REC-INov,Business Software and services,2021,Mar-21,,REC-INOV est une plateforme de recrutement avec la certification des compétences des profils et matching avec les offres d'emploi à travers un entretien avec Visio sur la plateforme et signature éléctronique.,Hanene MoallaJamila KhlifWajdi Moalla,n.a.,n.a.
undefined,IHSCEN for Startups,EdTech,2022,Aug-23,,"IHSCEN for Startups est un incubateur & accélérateur virtuel qui accompagne les Startups de la région Middle East et Afrique du stage idée jusqu'à l'épanouissement international. Si vous cherchez à vous faire accompagner à une vitesse de 100X, vous êtes à la bonne adresse, glissez un email.",Nadia KanounNajia Dhiab,ihscenforstartups@gmail.com,21655570747
undefined,Journey رحلة كتاب,EdTech,2021,Mar-21,,"Book Journey est une plateforme permettant aux lecteurs des livres et chercheurs de connaissance arabophones de créer, publier et acheter des livres audio, des livres électroniques et des livres physiques, également naviguer, interagir , créer et partager des articles, des critiques de livres , des événements ... tout contenu en relation avec les livres et la connaissance .",Houssem BaakaAya AchourBilal Nsib,n.a.,n.a.
undefined,RSE Time,Business Software and services,2023,Jan-24,,"RSE Time est la première plateforme en Tunisie qui digitalise et centralise toutes les activités RSE des entreprises en les mettant en relation avec les associations travaillant sur  les mêmes axes tout en impliquant leurs collaborateurs. Grâce à RSE Time, les Entreprises peuvent mesurer leur impact.",Rym Bendhief AkremiMohamed Hbib Ben AkremiMohamed Aziz Ben Akremi,contact@rsetime.com,95384858
undefined,Minwin,Wellness,2022,Jul-23,,Minwin est une application d'achat intelligente conçue pour que les acheteurs économisent du temps et de l'argent au quotidien en comparant facilement les prix des produits des supermarchés locaux et les aident à faire des choix plus sains en déchiffrant les étiquettes des produits et en analysant leur impact sur la santé.,Ines Bornimohamed choucheniAlaa Boukhchina,hello@minwin.io,50518010
undefined,Nqollek Haja,Commerce and shopping,2022,Feb-22,,"La Marketplace pour Artistes & Artisans.
 | Formations, événements et support logistique pour les Artistes et les Artisans de la Tunisie.",Yasmine Ansari,nqollek.haja@gmail.com,93121308
undefined,Bookingtodo,TravelTech,2019,Jan-20,,Bookingtodo est un comparateurs des comparateurs de prix de vol et d’hôtels. Le concept c’est d’aller fouiller plus loin que la recherche classique sur Kayak et booking. En allant dénicher les meilleurs prix des prestataires partout dans le monde en Chine en Russie.,Aziz Annabi,n.a.,n.a.
undefined,Societe Tunisian Online Teachers,EdTech,2018,Feb-20,,Le site Tunisian Online Teachers est la premiere platforme educative en Tunisie qui relie les éleves et les professionnels à leurs professeurs pour leur donner des cours sur mesure directement en ligne à travers la webcam du site et un payement en ligne,Rania KhelilMalek Gargouri,n.a.,n.a.
undefined,Autorent,Business Software and services,2021,Mar-21,,Autorent is a car rental agency management solution and a marketplace for booking and comparing prices rental cars,Moslem Ben Dhaou,n.a.,n.a.
undefined,HAT Information Security Corporate,Security,2023,Oct-23,,Notre entreprise se positionne en tant que fournisseur de solutions intelligentes qui ciblent l'amélioration des compétences et des pratiques CyberSécurité au niveau de l'entreprise.,Anis FouratiRanda SellamiMohamed Ali Fitouhi,n.a.,n.a.
undefined,DRIVOXE.,Ad Tech and Creative Tech,2024,Sep-24,,Plateforme de ventes aux enchères avec un modèle economique qui réduit l'inflation des prix et qui assure le gain de tout les acteurs dans l'écosystème de vente et achat d'automobiles,Chouikhi SeifRanyme Trabelsy,chouikhiseif@gmail.com,26186353
undefined,Tadeco It,Mobility,2019,May-19,,Tadeco It a développé une plateforme cloud de gestion de flotte automobile.,Aymen Talbi,aymen.talbi@tadeco-group.tn,21653944686
undefined,ADIOM,Agritech,2018,Jul-20,,Plateforme digitale pour le secteur agricole afin de générer une nouvelle relation entre les agriculteurs et les professionnels du domaine agricole.,Wael Kanzari,n.a.,n.a.
undefined,ASQII,HealthTech,2021,Sep-21,,"ASQII, Bras robotisé pour la préparation des médicaments en atmosphère stérile (chimiothérapies et poches de nutrition parentérale).",Adel Hamdi,adel.h.hamdi@gmail.com,21625304756
undefined,Crop's Talk,Agritech,2022,Feb-23,,null,Rabeb FERSISamir CHEBILChahine FERSIYassine AWADNIRiadh JOMAA,n.a.,n.a.
undefined,Expy.ai,Business Software and services,2023,Aug-23,,null,Slim NabliLuay BEN ALI,n.a.,n.a.
undefined,INNOFAB,Ad Tech and Creative Tech,2020,Mar-20,,INNOFAB est une plateforme collaborative d’innovation ouverte présentant des idées de projets et accompagnant les personnes désirant se lancer dans l’entrepreneuriat.,Nadim Kharraz,n.a.,n.a.
undefined,Relead,Ad Tech and Creative Tech,2021,Dec-22,,"Relead démocratise l’accès à internet pour toute personne, en offrant une solution accessible , gratuite et sécurisée.
 Le concept de Relead permet de délivrer une connexion wifi gratuite conditionné par le visionnage  d'une séquence publicitaire  d'une durée de 8 secondes.
 L'objectif du modèle d'entreprise est de créer et de gérer un volume élevé de connexions Wi-Fi, sur un large éventail de sites, sur une base quotidienne. 
 Cette plateforme de base, combinée avec les informations démographiques des utilisateurs de Wi-Fi , permet à Relead d'offrir aux annonceurs numériques institutionnel (organismes nationaux, campagnes de sensibilisations ...)  et privé un canal de communication ciblés de proximité, conforme aux règlementations GDPR .",Hadhami RjibaRayen Cherni,n.a.,n.a.
undefined,SOAR,HealthTech,2020,Dec-20,,"SOAR permet d'uberiser les services de soins paramédicaux et de les commander à domicile, se faire traiter par des professionnels et payer en ligne.",Aymen TalbiNour Boumaiza,n.a.,n.a.
undefined,HelpyGo,Consumer products and services,2023,Oct-23,,"HelpyGo, la marketplace de référence des prestations de services et de location de matériel près de chez vous.",Mohamed MelkiAmani KhalfaouiMonia Cheikh Rouhou,contact@tunealgo.com,33666530625
undefined,Abneam,Commerce and shopping,2021,Jul-22,,"Abneam est une Startup tunisienne qui crée des applications web et mobiles pour grand public. Derrière nos applications, il y a une énorme quantité de données traitées chaque jour sur nos serveurs. Notre premier produit est Barbechli.tn qui est un moteur de recherche des sites e-commerce Tunisiens.",Haythem HamdiAmine HamdiSeifeddine HamdiAbdelbasset Ben Hnia,n.a.,n.a.
undefined,Shotime,Ad Tech and Creative Tech,2021,Jan-22,,Shotime est une plateforme de photographie qui permet la mise en relation entre les créatifs (Photographes et vidéastes) et les entreprises pour des prestations créatives en automatisant la chaîne de production et d'administration.,Souhail BerhoumaEya KochtaSaifeddine Berhouma,n.a.,n.a.
undefined,AfiaTech,HealthTech,2020,Sep-20,,AfiaTech offre des solutions technologiques pour faciliter le quotidien des professionnels de santé.,Laith Glissa,n.a.,n.a.
undefined,Kamioun,Mobility,2019,Jan-20,,Kriga Technologies est une plateforme de mise en relation entre transporteurs et expéditeurs pour le freight routier en Tunisie.,Fares BelghithAbdelrahmen Ghariani,n.a.,n.a.
undefined,Grabingo,Business Software and services,2019,Jan-20,,"Grabingo est une plateforme d'acquisition, d'engagement et rétention des clients",Mohamed Khalloufi,n.a.,n.a.
undefined,WeGestU,Business Software and services,2021,Jun-24,,null,Lassaad Ben Rejeb,n.a.,n.a.
undefined,SWIVER,Business Software and services,2018,Jun-19,,Swiver est un ERP en mode SAS destiné aux TPE et PME pour digitaliser leur process de gestion financière,Azzam SouelmiaACHRAF NOOMAN,n.a.,n.a.
undefined,Autoshop.tn,Commerce and shopping,2020,Sep-20,,C'est une plateforme de vente en ligne de pièces de rechanges automobile avec identification exacte des pièces soit par immatriculation ou par numéro de châssis.,Bassem Ben JmeaaMohamed Ali EllouzeAchraf Guidara,n.a.,n.a.
undefined,Relead,Ad Tech and Creative Tech,2021,Dec-22,,"Relead démocratise l’accès à internet pour toute personne, en offrant une solution accessible , gratuite et sécurisée.
 Le concept de Relead permet de délivrer une connexion wifi gratuite conditionné par le visionnage  d'une séquence publicitaire  d'une durée de 8 secondes.
 L'objectif du modèle d'entreprise est de créer et de gérer un volume élevé de connexions Wi-Fi, sur un large éventail de sites, sur une base quotidienne. 
 Cette plateforme de base, combinée avec les informations démographiques des utilisateurs de Wi-Fi , permet à Relead d'offrir aux annonceurs numériques institutionnel (organismes nationaux, campagnes de sensibilisations ...)  et privé un canal de communication ciblés de proximité, conforme aux règlementations GDPR .",Hadhami RjibaRayen Cherni,n.a.,n.a.
undefined,OTO TRAVEL,Mobility,2017,Sep-19,,OTO est une société de services de transports automobiles de particuliers via une application mobile avec chauffeur privé et traitement VIP.,Elyes ElloumiAli ABid,n.a.,n.a.
undefined,Le Comet,HealthTech,2020,Sep-20,,"Le Comet© est une solution technologique et scientifique mise à la disposition du médecin pour faciliter sa tâche au quotidien, et contribue à la sécurité des prescriptions et par conséquent des malades.",Tarek Mnaffakh,n.a.,n.a.
undefined,ACRIDIDEA,FoodTech & New Food,2023,Jun-24,,Élevage et transformation de criquet pour alimentation humaine,Noura AYADINajet Ayadi,n.a.,n.a.
undefined,Power solution,Environment,2023,Mar-23,,"Notre startup propose une solution innovante pour améliorer l'efficacité et la durabilité de la pêche à la lumière, tout en offrant un confort accru pour les pêcheurs et en protégeant l'environnement. Nous avons développé un générateur électrique à base de batteries, rechargeable grâce à l'énergie solaire ou à l'alternateur du bateau principal, qui alimente des projecteurs LED de haute qualité pour attirer les poissons, tout en éliminant la nécessité d'utiliser une génératrice d'électricité à moteur thermique bruyante et polluante. Mais la véritable innovation réside dans notre application, qui offre une communication sans fil entre le bateau principal et la barque annexe pour la pêche à la lumière. L'application permet aux pêcheurs de consulter en temps réel la position GPS de l'annexe, les images du sondeur, l'état de marche des projecteurs, ainsi que la tension et le courant d'entrée pendant la charge.
 Notre application offre également la possibilité de déclencher une alarme en cas de problème ou de danger, ainsi que d'enregistrer une image du sondeur manuellement avec la date, la position GPS et l'état météo a fin de crée une base de données",Eskander AlayaAhmed BACCOUCHChaima GRIRA,eskander-al@hotmail.com,28695169
undefined,Ahkili,HealthTech,2019,May-20,,"« Ahkili » est un service d’écoute, d’accompagnement et de soutien psychologique. Il s'agit d'une plateforme de réception d'appels mettant l’interlocuteur directement en relation avec un psychologue.",Lamia Chouk Ghaith Souissi,n.a.,n.a.
undefined,Finispia,Fintech,2020,Aug-20,,"Finispia est un outil de recherche des actions conformes aux principes d'investissement islamique sur plus de 90 bourses dans le monde utilisé principalement par des professionnels, particuliers et institutions financières.",Alaa GuidaraMohamed Kallel,n.a.,n.a.
undefined,Advantry X,Advanced Manufacturing & Robotics,2022,Mar-23,,null,Adam BouchaalaKawthar Ayedi,n.a.,n.a.
undefined,Addresti,Mobility,2020,Sep-20,,Un système d'adressage sur application mobile pour améliorer le service de livraison à domicile et l'accès à l'adresse exacte.,Ahmed Yassine AllegueNour El Houda BenzartiMohamed Ali TorjmenMohamed Salem Bchir,n.a.,n.a.
undefined,Datagram,Business Software and services,2020,Dec-20,,Datagram est une plateforme de retail analytics permet aux industriels d’accélérer plus vite que leurs concurrence grâce à la puissance des insights et recommandations opérationnelles.,Mohamed Ali Ben Aleya,n.a.,n.a.
undefined,CHMISA,Environment,2020,Aug-20,,DigiVoltaic Company développe une marketplace qui facilite le processus d’achat des systèmes d’énergies renouvelables en connectant les professionnels avec des prospects qualifiés.,Bechir Taboubi,n.a.,n.a.
undefined,School Upgrader,EdTech,2020,Sep-20,,"School Upgrader offre une solution de E-learning (LMS & Classe en direct) pour toute organisation éducative, avec une tarification mensuelle et la possibilité de développement personnalisé.",Khalil Ben ZinebOussama Ben Zineb,n.a.,n.a.
undefined,Scientiworld,EdTech,2025,Nov-25,,null,Mohamed Dhia FredjSafa Ben RomdhaneKhaled Khelifi,n.a.,n.a.
undefined,Expensya,Fintech,2014,May-19,,Expensya offre l'automatisation de la gestion des notes de frais - worldwide,Karim Jouini,n.a.,n.a.
undefined,Meducol,EdTech,2021,Apr-22,,Plateforme d’éducation médicale destinée aux étudiants francophones de la médecine et des sciences de la santé en lui offrant des vidéos immersives et des moyens d’apprentissage pédagogiques et modernes.,Amine ZgarniSarra BahriniBassem Dahmani,contact@meducol.com,n.a.
undefined,MTCE,Business Software and services,2020,Dec-20,,Certely Expert System est une solution de digitalisation de l’implémentation de normes internationales afin d’apporter un processus de certification plus optimisé pour les entreprises.,Fares AmorDhafer Ben AmorNidhal Ben Amor,n.a.,n.a.
undefined,Digimoov,EdTech,2019,Sep-19,,Digimoov propose des formations en ligne certifiées par le RNCP ( Répertoire national certifications professionnelles) à destination des nouveaux métiers.,Nasreddine CherihMarouane El Bahi,n.a.,n.a.
undefined,XLAiner,EdTech,2022,Jun-23,,XLainer est une société Edtech qui vise à aider le secteur de l'éducation à développer des solutions et à gérer des parcours d'apprentissage en utilisant des stratégies axées sur l'IA et centrées sur l'apprenant.,Yosr HallebOussama BahriMariem Allouche,yosr.halleb@xlainer.com,99253007
undefined,Pedalo,Business Software and services,2021,Oct-22,,"Pedalo est une startup sociale qui aide les entrepreneurs à se focaliser sur ce qu'ils savent faire le plus et nous nous chargeons de livrer leurs documents et produits. Et ce, avec à un service de livraison fiable, rapide et respectueux de l'environnement grâce aux vélos.",Amany HamdanyAdnen Ben Hadj,pedalo.tunis@gmail.com,55220790
undefined,MAZED,Commerce and shopping,2019,May-20,,"MAZED est une plateforme de vente en ligne basée sur les techniques des enchères, spécialisée dans les produits d'artisanat uniques et authentiques fait-main.",Bilel MethnaniMohamed Aymen JomaaYassine Zrigue,n.a.,n.a.
undefined,Asklepios,HealthTech,2019,Jun-19,,Asklepios est un compagnon médical permettant au patient de communiquer ses informations médicales à son médecin pour l'optimisation thérapeutique de ses maladies.,Marwen BadriYoussef El Behi,n.a.,n.a.
undefined,Ticketchainer,Business Software and services,2020,Aug-21,,Ticketchainer ciblant les clubs et événements sportifs avec une solution 100% cloud qui couple billetterie et fidélisation via un système de gamification intégré au parcours d’achat.,Sami BoudenWalid KarrayObeyd Melliti,n.a.,n.a.
undefined,Buzzbip,Business Software and services,2024,Nov-24,,null,Mhamed Ali Ben MahmoudWalid Tanazefti,n.a.,n.a.
